MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,DAUAN1037,58000.0,10.0,2021-11-12 00:00:00,V2
DC0001,DAUAN1037,57000.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1039,290000.0,10.0,2021-11-12 00:00:00,V2
DC0001,DAUAN1039,284800.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1040,62500.0,10.0,2022-01-25 00:00:00,V2
DC0001,DAUAN1040,61400.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1040,69000.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1040,67800.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1040,67800.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1041,112500.0,10.0,2022-01-25 00:00:00,V2
DC0001,DAUAN1041,110500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1041,124200.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1041,122000.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1041,122000.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1042,312500.0,10.0,2022-01-25 00:00:00,V2
DC0001,DAUAN1042,306900.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1042,345000.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1042,338800.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1042,338800.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1043,135000.0,10.0,2022-05-18 00:00:00,V2
DC0001,DAUAN1044,337500.0,10.0,2022-05-18 00:00:00,V2
DC0001,DAUDOC,1.0,10.0,2019-07-01 00:00:00,V2
DC0001,DAUR025001,1.0,10.0,2022-08-09 00:00:00,V2
DC0001,DAUR025001,66000.0,10.0,2022-11-09 00:00:00,V2
DC0001,DAUR038001,1.0,10.0,2022-08-09 00:00:00,V2
DC0001,DAUR038001,364000.0,10.0,2022-11-09 00:00:00,V2
DC0001,DAVN0901001,64000.0,10.0,2022-04-27 00:00:00,V2
DC0001,DBIENGIO5,349000.0,10.0,2020-01-20 00:00:00,V2
DC0001,DCH030701,31000.0,10.0,2021-09-30 00:00:00,V2
DC0001,DCH030701,30500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DCH030701,31000.0,10.0,2023-01-01 00:00:00,V2
DC0001,DCH030701,30500.0,10.0,2023-07-01 00:00:00,V2
DC0001,DCH030701,30500.0,8.0,2023-08-01 00:00:00,V2
DC0001,DCH030702,61000.0,10.0,2021-09-30 00:00:00,V2
DC0001,DCH030702,59900.0,10.0,2022-02-01 00:00:00,V2
DC0001,DCH030702,61000.0,10.0,2023-01-01 00:00:00,V2
DC0001,DCH030702,59900.0,10.0,2023-07-01 00:00:00,V2
DC0001,DCH030702,59900.0,8.0,2023-08-01 00:00:00,V2
DC0001,DDMAVACH,0.0,10.0,2019-07-02 00:00:00,V2
DC0001,DDX01,50000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DDX02,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DDX03,66000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DDX150,57000.0,10.0,2022-07-18 00:00:00,V2
DC0001,DDX150,59000.0,8.0,2023-08-10 00:00:00,V2
DC0001,DGCL020001,89000.0,10.0,2022-06-30 00:00:00,V2
DC0001,DGCL020001,90000.0,10.0,2022-07-01 00:00:00,V2
DC0001,DGCL020001,90000.0,10.0,2022-09-21 00:00:00,V2
DC0001,DHS01,55000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DHS02,60000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DHS150,61000.0,10.0,2022-09-16 00:00:00,V2
DC0001,DL6T115T,105000.0,10.0,2017-11-28 00:00:00,V2
DC0001,DSC01,53000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DSC150,60000.0,10.0,2022-07-18 00:00:00,V2
DC0001,DSC150,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,DSD01,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DSD150,62000.0,10.0,2022-07-18 00:00:00,V2
DC0001,DTC01,59000.0,10.0,2021-08-10 00:00:00,V2
DC0001,DTCLX150,66000.0,10.0,2022-07-18 00:00:00,V2
DC0001,DTCLX150,70000.0,8.0,2023-08-10 00:00:00,V2
DC0001,DTHAPGIO5,330000.0,10.0,2020-01-17 00:00:00,V2
DC0001,DTHAPGIO6,460000.0,10.0,2020-01-17 00:00:00,V2
DC0001,DTP05KG,0.0,8.0,2023-12-06 00:00:00,V2
DC0001,DUADAI49,480.0,10.0,2020-11-16 00:00:00,V2
DC0001,DUADAI49,53.333333333333336,10.0,2020-12-04 00:00:00,V2
DC0001,DUNGTHU2401,0.0,0.0,2024-01-15 00:00:00,V2
DC0001,DV,300000.0,10.0,2020-08-25 00:00:00,V2
DC0001,FC014532,41000.0,10.0,2020-09-22 00:00:00,V2
DC0001,FC015119,17500.0,10.0,2020-09-22 00:00:00,V2
DC0001,FR149,18000.0,10.0,2020-08-05 00:00:00,V2
DC0001,FR150,18000.0,10.0,2020-08-20 00:00:00,V2
DC0001,FR220,35000.0,10.0,2020-03-12 00:00:00,V2
DC0001,FR250,49000.0,10.0,2020-10-16 00:00:00,V2
DC0001,FR267,49000.0,10.0,2021-01-15 00:00:00,V2
DC0001,FR500,89000.0,10.0,2020-10-16 00:00:00,V2
DC0001,FR509,89000.0,10.0,2020-08-05 00:00:00,V2
DC0001,GIAY1001,33000.0,10.0,2017-08-24 00:00:00,V2
DC0001,GIAY1001,36500.0,10.0,2018-07-01 00:00:00,V2
DC0001,GIAY1002,42000.0,10.0,2017-08-24 00:00:00,V2
DC0001,GIAY1002,46000.0,10.0,2018-07-01 00:00:00,V2
DC0001,GIAY1002,48500.0,10.0,2021-04-12 00:00:00,V2
DC0001,GIAY1002,47700.0,10.0,2022-02-01 00:00:00,V2
DC0001,GIAY1002,52000.0,10.0,2022-09-01 00:00:00,V2
DC0001,GIAY1002,53000.0,10.0,2023-01-01 00:00:00,V2
DC0001,GIAY1002,52000.0,10.0,2023-07-01 00:00:00,V2
DC0001,GIAY1002,52000.0,8.0,2023-08-01 00:00:00,V2
DC0001,GIAY1003,59900.0,10.0,2017-08-24 00:00:00,V2
DC0001,GIAY1003,66000.0,10.0,2018-07-01 00:00:00,V2
DC0001,GIAY1003,69500.0,10.0,2021-04-12 00:00:00,V2
DC0001,GIAY1003,68300.0,10.0,2022-02-01 00:00:00,V2
DC0001,GIAY1003,76000.0,10.0,2022-09-01 00:00:00,V2
DC0001,GIAY1003,77500.0,10.0,2023-01-01 00:00:00,V2
DC0001,GIAY1003,76000.0,10.0,2023-07-01 00:00:00,V2
DC0001,GIAY1003,76000.0,8.0,2023-08-01 00:00:00,V2
DC0001,GIO5DIENBIEN,349000.0,10.0,2020-01-14 00:00:00,V2
DC0001,GIOVUONGKX,38500.0,10.0,2020-01-14 00:00:00,V2
DC0001,GITT0101,65000.0,10.0,2017-10-13 00:00:00,V2
DC0001,GITT0102,35000.0,10.0,2017-10-13 00:00:00,V2
DC0001,GVLA002001,66000.0,10.0,2023-03-07 00:00:00,V2
DC0001,GVLA002001,99000.0,10.0,2023-03-27 00:00:00,V2
DC0001,HATINHGIOQT,220000.0,10.0,2020-01-20 00:00:00,V2
DC0001,HCC021501,139000.0,10.0,2021-12-09 00:00:00,V2
DC0001,HCC021501,136500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HCC021501,139000.0,10.0,2023-01-01 00:00:00,V2
DC0001,HCC021501,136500.0,10.0,2023-07-01 00:00:00,V2
DC0001,HCC021501,136500.0,8.0,2023-08-01 00:00:00,V2
DC0001,HCHOP2,0.0,10.0,2021-08-10 00:00:00,V2
DC0001,HCHOP2,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,HCHOP4,0.0,10.0,2021-08-10 00:00:00,V2
DC0001,HCHOP4,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,HCV030501,3500.0,10.0,2021-12-02 00:00:00,V2
DC0001,HCV030501,3450.0,10.0,2022-02-01 00:00:00,V2
DC0001,HCV030501,3500.0,10.0,2023-01-01 00:00:00,V2
DC0001,HCV030501,3450.0,10.0,2023-07-01 00:00:00,V2
DC0001,HCV030501,3450.0,8.0,2023-08-01 00:00:00,V2
DC0001,HD221804,30000.0,10.0,2018-02-21 00:00:00,V2
DC0001,HD221804,29500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HD221805,58500.0,10.0,2018-02-21 00:00:00,V2
DC0001,HD221806,142000.0,10.0,2018-02-21 00:00:00,V2
DC0001,HD221806,139500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HDUONGGIO6,468000.0,10.0,2020-01-20 00:00:00,V2
DC0001,HHHOP2,0.0,10.0,2021-08-10 00:00:00,V2
DC0001,HHHOP4,0.0,10.0,2021-08-10 00:00:00,V2
DC0001,HNDS015001,30000.0,10.0,2023-05-31 00:00:00,V2
DC0001,HNDS015001,28500.0,10.0,2023-07-01 00:00:00,V2
DC0001,HNDS015001,28500.0,8.0,2023-08-01 00:00:00,V2
DC0001,HNDS025001,60000.0,10.0,2023-05-31 00:00:00,V2
DC0001,HNDS025001,57000.0,10.0,2023-07-01 00:00:00,V2
DC0001,HNDS025001,57000.0,8.0,2023-08-01 00:00:00,V2
DC0001,HNEM1901,14000.0,10.0,2018-01-29 00:00:00,V2
DC0001,HNEM1902,54000.0,10.0,2018-01-29 00:00:00,V2
DC0001,HNEM1903,159000.0,10.0,2018-01-29 00:00:00,V2
DC0001,HNEM1904,69000.0,10.0,2018-04-23 00:00:00,V2
DC0001,HNGIODUA,16000.0,10.0,2020-01-17 00:00:00,V2
DC0001,HOP2,0.0,10.0,2020-08-27 00:00:00,V2
DC0001,HOP4,0.0,10.0,2020-08-27 00:00:00,V2
DC0001,HOPQUA-A1,60000.0,10.0,2018-03-02 00:00:00,V2
DC0001,HOPQUA-A1-PLUS,62000.0,10.0,2018-03-02 00:00:00,V2
DC0001,HOPQUA-A2,68000.0,10.0,2018-03-02 00:00:00,V2
DC0001,HOPQUA-A3,259000.0,10.0,2018-03-02 00:00:00,V2
DC0001,HOPQUA-A4,69000.0,10.0,2018-04-24 00:00:00,V2
DC0001,HOPQUA-A5,119000.0,10.0,2018-04-24 00:00:00,V2
DC0001,HOPQUA-A6,93000.0,10.0,2018-04-24 00:00:00,V2
DC0001,HOPQUA-A7,699000.0,10.0,2018-04-24 00:00:00,V2
DC0001,HP,530000.0,10.0,2020-08-25 00:00:00,V2
DC0001,HS110101,33000.0,10.0,2021-06-16 00:00:00,V2
DC0001,HS110102,48000.0,10.0,2021-06-16 00:00:00,V2
DC0001,HTT221801,30000.0,10.0,2018-01-16 00:00:00,V2
DC0001,HTT221801,29500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HTT221802,58500.0,10.0,2018-01-16 00:00:00,V2
DC0001,HTT221802,57500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HTT221803,142000.0,10.0,2018-01-16 00:00:00,V2
DC0001,HTT221803,139500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221901,40000.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221901,39300.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221901,40000.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221901,39300.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221901,39300.0,8.0,2023-08-01 00:00:00,V2
DC0001,HV221902,56000.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221902,55000.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221902,56000.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221902,55000.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221902,55000.0,8.0,2023-08-01 00:00:00,V2
DC0001,HV221903,29500.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221903,29000.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221903,29500.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221903,29000.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221903,29000.0,8.0,2023-08-01 00:00:00,V2
DC0001,HV221904,32000.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221904,31500.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221904,32000.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221904,31500.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221904,31500.0,8.0,2023-08-01 00:00:00,V2
DC0001,HV221905,51000.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221905,50100.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221905,51000.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221905,50100.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221905,50100.0,8.0,2023-08-01 00:00:00,V2
DC0001,HV221906,62500.0,10.0,2021-04-17 00:00:00,V2
DC0001,HV221906,61400.0,10.0,2022-02-01 00:00:00,V2
DC0001,HV221906,62500.0,10.0,2023-01-01 00:00:00,V2
DC0001,HV221906,61400.0,10.0,2023-07-01 00:00:00,V2
DC0001,HV221906,61400.0,8.0,2023-08-01 00:00:00,V2
DC0001,ICC020401,149000.0,10.0,2021-12-15 00:00:00,V2
DC0001,ICK021601,9000.0,10.0,2021-12-15 00:00:00,V2
DC0001,ICK021602,31000.0,10.0,2021-12-15 00:00:00,V2
DC0001,ICK021602,32500.0,10.0,2023-10-01 00:00:00,V2
DC0001,ILS010401,52000.0,10.0,2021-09-14 00:00:00,V2
DC0001,ILS010401,59000.0,10.0,2022-07-01 00:00:00,V2
DC0001,ING010201,129000.0,10.0,2021-09-14 00:00:00,V2
DC0001,IRC010101,91000.0,10.0,2021-12-15 00:00:00,V2
DC0001,IXV010301,89000.0,10.0,2022-03-17 00:00:00,V2
DC0001,JAVEL10L,249500.0,10.0,2018-02-28 00:00:00,V2
DC0001,JAVEL20L,499000.0,10.0,2018-01-29 00:00:00,V2
DC0001,JB018963,61000.0,10.0,2020-06-01 00:00:00,V2
DC0001,JB018987,55500.0,10.0,2020-06-01 00:00:00,V2
DC0001,JB018987,58000.0,10.0,2022-02-01 00:00:00,V2
DC0001,KAKAO1201,46000.0,10.0,2018-01-16 00:00:00,V2
DC0001,KAKAO1201,45200.0,10.0,2022-02-01 00:00:00,V2
DC0001,KB221501,19000.0,10.0,2017-11-28 00:00:00,V2
DC0001,KB221501,18000.0,10.0,2021-12-01 00:00:00,V2
DC0001,KB221501,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,KB221501,18000.0,10.0,2023-01-01 00:00:00,V2
DC0001,KB221501,17700.0,10.0,2023-07-01 00:00:00,V2
DC0001,KB221501,17700.0,8.0,2023-08-01 00:00:00,V2
DC0001,KBOIGIO3,261000.0,10.0,2020-01-20 00:00:00,V2
DC0001,KBTT1501,19000.0,10.0,2017-12-02 00:00:00,V2
DC0001,KBTT1501,18000.0,10.0,2021-12-01 00:00:00,V2
DC0001,KBTT1501,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,KBTT1501,17700.0,10.0,2023-07-01 00:00:00,V2
DC0001,KDR10156,35000.0,10.0,2020-01-06 00:00:00,V2
DC0001,KDR10309,30000.0,10.0,2019-09-09 00:00:00,V2
DC0001,KDR10309,35000.0,10.0,2023-10-01 00:00:00,V2
DC0001,KE232,0.0,10.0,2015-10-19 00:00:00,V2
DC0001,KE232,0.0,10.0,2015-11-03 00:00:00,V2
DC0001,KEOT,1.0,10.0,2019-07-01 00:00:00,V2
DC0001,KESIEUTHI,0.0,10.0,2019-07-02 00:00:00,V2
DC0001,KETBHH,0.0,10.0,2015-08-03 00:00:00,V2
DC0001,KETBHH,1.0,10.0,2016-10-24 00:00:00,V2
DC0001,KGGIODUA,17000.0,10.0,2020-01-31 00:00:00,V2
DC0001,KGGIOVUONG,17000.0,10.0,2020-01-31 00:00:00,V2
DC0001,KHANKR1,10900.0,10.0,2017-08-24 00:00:00,V2
DC0001,KHANKR1,11000.0,10.0,2018-07-01 00:00:00,V2
DC0001,KHANKR1,12000.0,10.0,2021-04-12 00:00:00,V2
DC0001,KHANKR1,11800.0,10.0,2022-02-01 00:00:00,V2
DC0001,KHANKR1,12800.0,10.0,2022-09-01 00:00:00,V2
DC0001,KHANKR1,13100.0,10.0,2023-01-01 00:00:00,V2
DC0001,KHANKR1,12800.0,10.0,2023-07-01 00:00:00,V2
DC0001,KHANKR1,12800.0,8.0,2023-08-01 00:00:00,V2
DC0001,KHANKR2,16900.0,10.0,2017-08-24 00:00:00,V2
DC0001,KHANKR2,18000.0,10.0,2018-07-01 00:00:00,V2
DC0001,KHANKR2,19000.0,10.0,2021-04-12 00:00:00,V2
DC0001,KHANKR2,18700.0,10.0,2022-02-01 00:00:00,V2
DC0001,KHANKR2,19500.0,10.0,2022-09-01 00:00:00,V2
DC0001,KHANKR2,19900.0,10.0,2023-01-01 00:00:00,V2
DC0001,KHANKR2,19500.0,10.0,2023-07-01 00:00:00,V2
DC0001,KHANKR2,19500.0,8.0,2023-08-01 00:00:00,V2
DC0001,KIWIVANG3.5,345.0,10.0,2020-11-16 00:00:00,V2
DC0001,KIWIVANG3.5,120.0,10.0,2020-12-04 00:00:00,V2
DC0001,KT221502,26000.0,10.0,2017-11-28 00:00:00,V2
DC0001,KT221502,22000.0,10.0,2021-12-01 00:00:00,V2
DC0001,KT221502,21600.0,10.0,2022-02-01 00:00:00,V2
DC0001,KT221502,22000.0,10.0,2023-01-01 00:00:00,V2
DC0001,KT221502,21600.0,10.0,2023-07-01 00:00:00,V2
DC0001,KT221502,21600.0,8.0,2023-08-01 00:00:00,V2
DC0001,KTT040301,5500.0,10.0,2021-06-23 00:00:00,V2
DC0001,KTT040301,5400.0,10.0,2022-02-01 00:00:00,V2
DC0001,KTT040301,5500.0,10.0,2023-01-01 00:00:00,V2
DC0001,KTT040301,5400.0,10.0,2023-07-01 00:00:00,V2
DC0001,KTT040301,5400.0,8.0,2023-08-01 00:00:00,V2
DC0001,LB-15-A70-T,60000.0,10.0,2017-11-28 00:00:00,V2
DC0001,LB-20-T80-T,126000.0,10.0,2017-11-28 00:00:00,V2
DC0001,LB-3-A60-T,25000.0,10.0,2017-11-28 00:00:00,V2
DC0001,LB-5-A60-T,30800.0,10.0,2017-11-28 00:00:00,V2
DC0001,LB-9-A60-T,45000.0,10.0,2017-11-28 00:00:00,V2
DC0001,LCHAUGIO2,209000.0,10.0,2020-01-20 00:00:00,V2
DC0001,LCHAUGIO3,480000.0,10.0,2020-01-20 00:00:00,V2
DC0001,LCHAUGIO5,350000.0,10.0,2020-01-20 00:00:00,V2
DC0001,LEHAN2615,1150.0,10.0,2020-11-16 00:00:00,V2
DC0001,LEHAN2615,50.0,10.0,2020-12-04 00:00:00,V2
DC0001,LENAMPHI5212,66.67,10.0,2020-12-04 00:00:00,V2
DC0001,LFS030901,57000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFS030902,57000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFS030903,57000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFS030904,80000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFS030905,33000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFY030808,10000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFY030809,11000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LFY030810,11000.0,10.0,2022-01-24 00:00:00,V2
DC0001,LK178117,5000.0,10.0,2019-11-12 00:00:00,V2
DC0001,LO220,35000.0,10.0,2020-03-12 00:00:00,V2
DC0001,LO250,49000.0,10.0,2020-12-31 00:00:00,V2
DC0001,LSONGIO2,194000.0,10.0,2020-01-20 00:00:00,V2
DC0001,LT221401,28000.0,10.0,2016-09-05 00:00:00,V2
DC0001,LT221401,27500.0,10.0,2022-02-01 00:00:00,V2
DC0001,LT221401,28000.0,10.0,2023-01-01 00:00:00,V2
DC0001,LT221401,27500.0,10.0,2023-07-01 00:00:00,V2
DC0001,LT221401,27500.0,8.0,2023-08-01 00:00:00,V2
DC0001,LT221402,18000.0,10.0,2016-04-26 00:00:00,V2
DC0001,LT221402,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,LT221402,18000.0,10.0,2023-01-01 00:00:00,V2
DC0001,LT221402,17700.0,10.0,2023-07-01 00:00:00,V2
DC0001,LT221402,17700.0,8.0,2023-08-01 00:00:00,V2
DC0001,LT221402,13000.0,8.0,2023-12-01 00:00:00,V2
DC0001,LT221403,15000.0,10.0,2016-04-26 00:00:00,V2
DC0001,LT221403,14800.0,10.0,2022-02-01 00:00:00,V2
DC0001,LT221403,15000.0,10.0,2023-01-01 00:00:00,V2
DC0001,LT221403,14800.0,10.0,2023-07-01 00:00:00,V2
DC0001,LT221403,14800.0,8.0,2023-08-01 00:00:00,V2
DC0001,LT221404,18000.0,10.0,2016-04-26 00:00:00,V2
DC0001,LT221404,17700.0,10.0,2022-02-01 00:00:00,V2
DC0001,LT221404,18000.0,10.0,2023-01-01 00:00:00,V2
DC0001,LT221404,17700.0,10.0,2023-07-01 00:00:00,V2
DC0001,LT221404,17700.0,8.0,2023-08-01 00:00:00,V2
DC0001,LUUTHAI125,550.0,10.0,2020-11-16 00:00:00,V2
DC0001,LX220105,22000.0,10.0,2016-05-25 00:00:00,V2
DC0001,LX220106,39000.0,10.0,2016-05-21 00:00:00,V2
DC0001,LX220106,42000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220107,34000.0,10.0,2016-05-21 00:00:00,V2
DC0001,LX220107,36000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220108,55000.0,10.0,2016-05-25 00:00:00,V2
DC0001,LX220109,37000.0,10.0,2016-05-21 00:00:00,V2
DC0001,LX220110,22000.0,10.0,2019-10-14 00:00:00,V2
DC0001,LX220110,24000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220111,37000.0,10.0,2019-10-14 00:00:00,V2
DC0001,LX220111,39000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220517,17000.0,10.0,2016-05-25 00:00:00,V2
DC0001,LX220518,27000.0,10.0,2016-05-25 00:00:00,V2
DC0001,LX220711,32000.0,10.0,2016-06-11 00:00:00,V2
DC0001,LX220711,34000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220712,56000.0,10.0,2016-06-11 00:00:00,V2
DC0001,LX220712,59000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220713,32000.0,10.0,2016-06-11 00:00:00,V2
DC0001,LX220713,34000.0,10.0,2022-07-01 00:00:00,V2
DC0001,LX220714,56000.0,10.0,2016-06-11 00:00:00,V2
DC0001,LX220714,59000.0,10.0,2022-07-01 00:00:00,V2
DC0001,MALAY030101,19500.0,10.0,2021-06-23 00:00:00,V2
DC0001,MALAY030101,23000.0,10.0,2021-12-01 00:00:00,V2
DC0001,MALAY030101,22600.0,10.0,2022-02-01 00:00:00,V2
DC0001,MALAY030101,25700.0,10.0,2022-12-01 00:00:00,V2
DC0001,MALAY030101,26200.0,10.0,2023-01-01 00:00:00,V2
DC0001,MALAY030101,25700.0,10.0,2023-07-01 00:00:00,V2
DC0001,MALAY030101,25700.0,8.0,2023-08-01 00:00:00,V2
DC0001,MALAY030102,43000.0,10.0,2021-06-23 00:00:00,V2
DC0001,MALAY030102,45000.0,10.0,2021-12-01 00:00:00,V2
DC0001,MALAY030102,44200.0,10.0,2022-02-01 00:00:00,V2
DC0001,MALAY030102,50400.0,10.0,2022-12-01 00:00:00,V2
DC0001,MALAY030102,51400.0,10.0,2023-01-01 00:00:00,V2
DC0001,MALAY030102,50400.0,10.0,2023-07-01 00:00:00,V2
DC0001,MALAY030102,50400.0,8.0,2023-08-01 00:00:00,V2
DC0001,MANGDON120,32000.0,10.0,2017-11-28 00:00:00,V2
DC0001,MBC030401,10000.0,10.0,2021-09-18 00:00:00,V2
DC0001,MBC030402,16000.0,10.0,2021-09-18 00:00:00,V2
DC0001,MBC030501,10000.0,10.0,2021-09-22 00:00:00,V2
DC0001,MBC030501,9900.0,10.0,2022-02-01 00:00:00,V2
DC0001,MBC030501,10000.0,10.0,2023-01-01 00:00:00,V2
DC0001,MBC030501,9900.0,10.0,2023-07-01 00:00:00,V2
DC0001,MBC030501,9900.0,8.0,2023-08-01 00:00:00,V2
DC0001,MBC030502,16000.0,10.0,2021-09-22 00:00:00,V2
DC0001,MBC030502,15800.0,10.0,2022-02-01 00:00:00,V2
DC0001,MBC030502,16000.0,10.0,2023-01-01 00:00:00,V2
DC0001,MBC030502,15800.0,10.0,2023-07-01 00:00:00,V2
DC0001,MBC030502,15800.0,8.0,2023-08-01 00:00:00,V2
DC0001,MDMT002001,60000.0,10.0,2022-09-21 00:00:00,V2
DC0001,MS01150G,42000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS02120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS02150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS03120G,53000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS03150G,62000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS04120G,60000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS04150G,72000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS06120G,60000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS06150G,67000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS07120G,54000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS07150G,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS50120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS50150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS51120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS51150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS52120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS52150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS53120G,60000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS53150G,72000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS54120G,62000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS54150G,75000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS55120G,60000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS55150G,72000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS56120G,62000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS56150G,75000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS57120G,62000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS57150G,75000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS58120G,54000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS58150G,63000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS59120G,57000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS59150G,67000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS60120G,53000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS60150G,62000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS61120G,60000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS61150G,69000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS62120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS62150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS63120G,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,MS63150G,65000.0,8.0,2023-08-10 00:00:00,V2
DC0001,N0401B,18000.0,10.0,2020-04-06 00:00:00,V2
DC0001,N0402B,60000.0,10.0,2020-04-06 00:00:00,V2
